orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight
10993,FOLKO,7,2015-04-01,2015-04-29,2015-04-10,3,8.81
10994,VAFFE,2,2015-04-02,2015-04-16,2015-04-09,3,65.53
10995,PERIC,1,2015-04-02,2015-04-30,2015-04-06,3,46
10996,QUICK,4,2015-04-02,2015-04-30,2015-04-10,2,1.12
10997,LILAS,8,2015-04-03,2015-05-15,2015-04-13,2,73.91
10998,WOLZA,8,2015-04-03,2015-04-17,2015-04-17,2,20.31
10999,OTTIK,6,2015-04-03,2015-05-01,2015-04-10,2,96.35
11000,RATTC,2,2015-04-06,2015-05-04,2015-04-14,3,55.12
11001,FOLKO,2,2015-04-06,2015-05-04,2015-04-14,2,197.3
11002,SAVEA,4,2015-04-06,2015-05-04,2015-04-16,1,141.16
11003,THECR,3,2015-04-06,2015-05-04,2015-04-08,3,14.91
11004,MAISD,3,2015-04-07,2015-05-05,2015-04-20,1,44.84
11005,WILMK,2,2015-04-07,2015-05-05,2015-04-10,1,0.75
11006,GREAL,3,2015-04-07,2015-05-05,2015-04-15,2,25.19
11007,PRINI,8,2015-04-08,2015-05-06,2015-04-13,2,202.24
11008,ERNSH,7,2015-04-08,2015-05-06,,3,79.46
11009,GODOS,2,2015-04-08,2015-05-06,2015-04-10,1,59.11
11010,REGGC,2,2015-04-09,2015-05-07,2015-04-21,2,28.71
11011,ALFKI,3,2015-04-09,2015-05-07,2015-04-13,1,1.21
11012,FRANK,1,2015-04-09,2015-04-23,2015-04-17,3,242.95
11013,ROMEY,2,2015-04-09,2015-05-07,2015-04-10,1,32.99
11014,LINOD,2,2015-04-10,2015-05-08,2015-04-15,3,23.6
11015,SANTG,2,2015-04-10,2015-04-24,2015-04-20,2,4.62
11016,AROUT,9,2015-04-10,2015-05-08,2015-04-13,2,33.8
11017,ERNSH,9,2015-04-13,2015-05-11,2015-04-20,2,754.26
11018,LONEP,4,2015-04-13,2015-05-11,2015-04-16,2,11.65
11019,RANCH,6,2015-04-13,2015-05-11,,3,3.17
11020,OTTIK,2,2015-04-14,2015-05-12,2015-04-16,2,43.3
11021,QUICK,3,2015-04-14,2015-05-12,2015-04-21,1,297.18
11022,HANAR,9,2015-04-14,2015-05-12,2015-05-04,2,6.27
11023,BSBEV,1,2015-04-14,2015-04-28,2015-04-24,2,123.83
11024,EASTC,4,2015-04-15,2015-05-13,2015-04-20,1,74.36
11025,WARTH,6,2015-04-15,2015-05-13,2015-04-24,3,29.17
11026,FRANS,4,2015-04-15,2015-05-13,2015-04-28,1,47.09
11027,BOTTM,1,2015-04-16,2015-05-14,2015-04-20,1,52.52
11028,KOENE,2,2015-04-16,2015-05-14,2015-04-22,1,29.59
11029,CHOPS,4,2015-04-16,2015-05-14,2015-04-27,1,47.84
11030,SAVEA,7,2015-04-17,2015-05-15,2015-04-27,2,830.75
11031,SAVEA,6,2015-04-17,2015-05-15,2015-04-24,2,227.22
11032,WHITC,2,2015-04-17,2015-05-15,2015-04-23,3,606.19
11033,RICSU,7,2015-04-17,2015-05-15,2015-04-23,3,84.74
11034,OLDWO,8,2015-04-20,2015-06-01,2015-04-27,1,40.32
11035,SUPRD,2,2015-04-20,2015-05-18,2015-04-24,2,0.17
11036,DRACD,8,2015-04-20,2015-05-18,2015-04-22,3,149.47
11037,GODOS,7,2015-04-21,2015-05-19,2015-04-27,1,3.2
11038,SUPRD,1,2015-04-21,2015-05-19,2015-04-30,2,29.59
11039,LINOD,1,2015-04-21,2015-05-19,,2,65
11040,GREAL,4,2015-04-22,2015-05-20,,3,18.84
11041,CHOPS,3,2015-04-22,2015-05-20,2015-04-28,2,48.22
11042,COMMI,2,2015-04-22,2015-05-06,2015-05-01,1,29.99
11043,SPECD,5,2015-04-22,2015-05-20,2015-04-29,2,8.8
11044,WOLZA,4,2015-04-23,2015-05-21,2015-05-01,1,8.72
11045,BOTTM,6,2015-04-23,2015-05-21,,2,70.58
11046,WANDK,8,2015-04-23,2015-05-21,2015-04-24,2,71.64
11047,EASTC,7,2015-04-24,2015-05-22,2015-05-01,3,46.62
11048,BOTTM,7,2015-04-24,2015-05-22,2015-04-30,3,24.12
11049,GOURL,3,2015-04-24,2015-05-22,2015-05-04,1,8.34
11050,FOLKO,8,2015-04-27,2015-05-25,2015-05-05,2,59.41
11051,LAMAI,7,2015-04-27,2015-05-25,,3,2.79
11052,HANAR,3,2015-04-27,2015-05-25,2015-05-01,1,67.26
11053,PICCO,2,2015-04-27,2015-05-25,2015-04-29,2,53.05
11054,CACTU,8,2015-04-28,2015-05-26,,1,0.33
11055,HILAA,7,2015-04-28,2015-05-26,2015-05-05,2,120.92
11056,EASTC,8,2015-04-28,2015-05-12,2015-05-01,2,278.96
11057,NORTS,3,2015-04-29,2015-05-27,2015-05-01,3,4.13
11058,BLAUS,9,2015-04-29,2015-05-27,,3,31.14
11059,RICAR,2,2015-04-29,2015-06-10,,2,85.8
11060,FRANS,2,2015-04-30,2015-05-28,2015-05-04,2,10.98
11061,GREAL,4,2015-04-30,2015-06-11,,3,14.01
11062,REGGC,4,2015-04-30,2015-05-28,,2,29.93
11063,HUNGO,3,2015-04-30,2015-05-28,2015-05-06,2,81.73
11064,SAVEA,1,2015-05-01,2015-05-29,2015-05-04,1,30.09
11065,LILAS,8,2015-05-01,2015-05-29,,1,12.91
11066,WHITC,7,2015-05-01,2015-05-29,2015-05-04,2,44.72
11067,DRACD,1,2015-05-04,2015-05-18,2015-05-06,2,7.98
11068,QUEEN,8,2015-05-04,2015-06-01,,2,81.75
11069,TORTU,1,2015-05-04,2015-06-01,2015-05-06,2,15.67
11070,LEHMS,2,2015-05-05,2015-06-02,,1,136
11071,LILAS,1,2015-05-05,2015-06-02,,1,0.93
11072,ERNSH,4,2015-05-05,2015-06-02,,2,258.64
11073,PERIC,2,2015-05-05,2015-06-02,,2,24.95
11074,SIMOB,7,2015-05-06,2015-06-03,,2,18.44
11075,RICSU,8,2015-05-06,2015-06-03,,2,6.19
11076,BONAP,4,2015-05-06,2015-06-03,,2,38.28
11077,RATTC,1,2015-05-06,2015-06-03,,2,8.53
